,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
465,17.0,7.0,2064.95,4,5,5,45,loyal_customers
466,31.0,8.0,4167.22,4,5,5,45,loyal_customers
467,3.0,3.0,1843.0,5,3,4,53,potential_loyalists
468,9.0,6.0,1064.07,5,5,4,55,champions
469,6.0,4.0,1387.79,5,4,4,54,champions
470,10.0,1.0,329.85,5,1,2,51,new_customers
471,2.0,11.0,4757.160000000001,5,5,5,55,champions
472,307.0,1.0,108.07,1,1,1,11,hibernating
473,10.0,8.0,4017.54,5,5,5,55,champions
474,8.0,2.0,266.39,5,2,2,52,potential_loyalists
475,9.0,8.0,1856.63,5,5,4,55,champions
476,90.0,1.0,769.8100000000001,2,1,3,21,hibernating
477,10.0,1.0,160.18,5,1,1,51,new_customers
478,359.0,2.0,1660.9,1,2,4,12,hibernating
479,113.0,1.0,135.95,2,1,1,21,hibernating
480,8.0,4.0,405.47,5,4,2,54,champions
481,4.0,73.5,10963.785,5,5,5,55,champions
482,198.0,1.0,144.8,1,1,1,11,hibernating
483,212.0,1.0,738.6,1,1,3,11,hibernating
484,157.0,1.0,39.24,2,1,1,21,hibernating
485,158.0,9.0,7374.9,2,5,5,25,cant_loose
486,30.0,2.0,372.2199999999999,4,2,2,42,potential_loyalists
487,243.0,1.0,390.53999999999996,1,1,2,11,hibernating
488,19.0,1.0,97.5,4,1,1,41,promising
489,1.0,2.0,1239.3799999999999,5,2,4,52,potential_loyalists
490,74.0,2.0,545.81,2,2,3,22,hibernating
491,293.0,1.0,505.82000000000005,1,1,3,11,hibernating
492,4.0,15.0,6320.360000000001,5,5,5,55,champions
493,32.0,3.0,409.5000000000001,4,3,2,43,potential_loyalists
494,24.0,2.0,503.76000000000005,4,2,3,42,potential_loyalists
495,24.0,4.0,414.75999999999993,4,4,2,44,loyal_customers
496,5.0,3.0,974.42,5,3,4,53,potential_loyalists
497,86.0,1.0,211.32,2,1,1,21,hibernating
498,23.0,4.0,1226.89,4,4,4,44,loyal_customers
499,197.0,3.0,455.88,1,3,2,13,at_Risk
500,107.0,3.0,534.8500000000001,2,3,3,23,at_Risk
501,5.0,13.0,9785.970000000001,5,5,5,55,champions
502,319.0,1.0,120.94999999999999,1,1,1,11,hibernating
503,106.0,3.0,149.05,2,3,1,23,at_Risk
504,12.0,18.0,5655.91,5,5,5,55,champions
505,174.0,2.0,513.6999999999999,2,2,3,22,hibernating
506,57.0,1.0,81.57,3,1,1,31,about_to_sleep
507,324.0,1.0,229.47000000000003,1,1,1,11,hibernating
508,373.0,1.0,50.550000000000004,1,1,1,11,hibernating
509,10.0,8.0,1646.84,5,5,4,55,champions
510,2.0,13.0,4810.94,5,5,5,55,champions
511,11.0,10.0,3466.2799999999997,5,5,5,55,champions
512,54.0,5.0,3081.7,3,4,5,34,loyal_customers
513,74.0,3.0,789.8899999999999,2,3,3,23,at_Risk
514,8.0,1.0,204.0,5,1,1,51,new_customers
515,17.0,28.0,7277.700000000001,4,5,5,45,loyal_customers
516,5.0,9.0,2616.38,5,5,5,55,champions
517,65.0,2.0,689.9000000000001,3,2,3,32,about_to_sleep
518,2.0,5.0,975.36,5,4,4,54,champions
519,114.0,6.0,3034.2000000000003,2,5,5,25,cant_loose
520,23.0,2.0,661.3200000000002,4,2,3,42,potential_loyalists
521,31.0,3.0,1247.5,4,3,4,43,potential_loyalists
522,12.0,2.0,752.4399999999999,5,2,3,52,potential_loyalists
523,53.0,2.0,1010.1800000000002,3,2,4,32,about_to_sleep
524,358.0,1.0,190.54999999999998,1,1,1,11,hibernating
525,55.0,2.0,642.7700000000001,3,2,3,32,about_to_sleep
526,74.0,2.0,921.88,2,2,4,22,hibernating
527,139.0,3.0,881.07,2,3,3,23,at_Risk
528,81.0,3.0,908.46,2,3,3,23,at_Risk
529,9.0,2.0,676.99,5,2,3,52,potential_loyalists
530,274.0,1.0,516.4200000000001,1,1,3,11,hibernating
531,292.0,1.0,560.47,1,1,3,11,hibernating
532,100.0,1.0,305.28,2,1,2,21,hibernating
533,31.0,2.0,581.37,4,2,3,42,potential_loyalists
534,32.0,10.0,3237.54,4,5,5,45,loyal_customers
535,15.0,4.0,1819.4099999999999,4,4,4,44,loyal_customers
536,65.0,2.0,656.6800000000002,3,2,3,32,about_to_sleep
537,15.0,17.0,5833.97,4,5,5,45,loyal_customers
538,213.0,1.0,348.15000000000003,1,1,2,11,hibernating
539,79.0,3.0,1214.41,2,3,4,23,at_Risk
540,25.0,3.0,271.4,4,3,2,43,potential_loyalists
541,250.0,1.0,183.4,1,1,1,11,hibernating
542,254.0,1.0,307.53000000000003,1,1,2,11,hibernating
543,73.0,1.0,248.61,2,1,2,21,hibernating
544,192.0,1.0,346.98,1,1,2,11,hibernating
545,13.0,4.0,1105.5900000000001,5,4,4,54,champions
546,374.0,1.0,205.85999999999999,1,1,1,11,hibernating
547,25.0,2.0,470.79999999999995,4,2,2,42,potential_loyalists
548,83.0,1.0,115.46000000000001,2,1,1,21,hibernating
549,11.0,2.0,344.0,5,2,2,52,potential_loyalists
550,1.0,24.0,4237.385,5,5,5,55,champions
551,193.0,1.0,228.8,1,1,1,11,hibernating
552,267.0,1.0,177.14999999999998,1,1,1,11,hibernating
553,130.0,1.0,919.6100000000001,2,1,3,21,hibernating
554,2.0,4.0,728.0200000000001,5,4,3,54,champions
555,4.0,26.0,12626.86,5,5,5,55,champions
556,5.0,5.0,220.09999999999997,5,4,1,54,champions
557,180.0,1.0,58.08,2,1,1,21,hibernating
558,12.0,11.0,28337.379999999997,5,5,5,55,champions
559,127.0,9.0,2677.105,2,5,5,25,cant_loose
560,5.0,2.0,303.75,5,2,2,52,potential_loyalists
561,158.0,2.0,416.08000000000004,2,2,2,22,hibernating
562,3.0,73.5,42299.20695000015,5,5,5,55,champions
563,9.0,14.0,8910.819999999998,5,5,5,55,champions
564,29.0,1.0,345.82000000000005,4,1,2,41,promising
565,71.0,5.0,477.83000000000004,3,4,2,34,loyal_customers
566,276.0,8.0,7832.470000000001,1,5,5,15,cant_loose
567,22.0,12.0,1927.3200000000002,4,5,4,45,loyal_customers
568,71.0,1.0,74.4,3,1,1,31,about_to_sleep
569,33.0,10.0,6003.22,4,5,5,45,loyal_customers
570,2.0,28.0,28882.44,5,5,5,55,champions
571,100.0,1.0,207.35999999999999,2,1,1,21,hibernating
572,235.0,1.0,101.19,1,1,1,11,hibernating
573,2.0,24.0,6424.089999999999,5,5,5,55,champions
574,40.0,1.0,243.94,3,1,2,31,about_to_sleep
575,4.0,6.0,1098.48,5,5,4,55,champions
576,134.0,1.0,76.5,2,1,1,21,hibernating
577,45.0,4.0,1531.6200000000003,3,4,4,34,loyal_customers
578,373.0,1.0,350.05999999999995,1,1,2,11,hibernating
579,60.0,2.0,786.54,3,2,3,32,about_to_sleep
580,32.0,7.0,1488.67,4,5,4,45,loyal_customers
581,1.0,24.0,12245.96,5,5,5,55,champions
582,12.0,4.0,2289.0,5,4,5,54,champions
583,139.0,1.0,501.14,2,1,3,21,hibernating
584,22.0,8.0,984.9100000000001,4,5,4,45,loyal_customers
585,20.0,5.0,1197.81,4,4,4,44,loyal_customers
586,239.0,1.0,30.599999999999998,1,1,1,11,hibernating
587,270.0,1.0,283.72999999999996,1,1,2,11,hibernating
588,95.0,2.0,922.39,2,2,4,22,hibernating
589,90.0,3.0,3756.33,2,3,5,23,at_Risk
590,5.0,8.0,2099.64,5,5,5,55,champions
591,78.0,1.0,259.16999999999996,2,1,2,21,hibernating
592,95.0,1.0,64.0,2,1,1,21,hibernating
593,24.0,3.0,1073.2999999999997,4,3,4,43,potential_loyalists
594,262.0,1.0,77.3,1,1,1,11,hibernating
595,274.0,2.0,109.80000000000001,1,2,1,12,hibernating
596,86.0,4.0,1793.5800000000002,2,4,4,24,at_Risk
597,197.0,1.0,214.92,1,1,1,11,hibernating
598,57.0,5.0,2607.6099999999997,3,4,5,34,loyal_customers
599,11.0,8.0,3603.29,5,5,5,55,champions
600,23.0,6.0,962.39,4,5,4,45,loyal_customers
601,17.0,7.0,5064.9400000000005,4,5,5,45,loyal_customers
602,109.0,3.0,422.47,2,3,2,23,at_Risk
603,85.0,5.0,2388.75,2,4,5,24,at_Risk
604,20.0,1.0,307.0899999999999,4,1,2,41,promising
605,333.0,1.0,110.94999999999999,1,1,1,11,hibernating
606,40.0,4.0,360.58000000000004,3,4,2,34,loyal_customers
607,27.0,1.0,228.91,4,1,1,41,promising
608,11.0,4.0,712.8000000000001,5,4,3,54,champions
609,30.0,12.0,3683.26,4,5,5,45,loyal_customers
610,15.0,4.0,1676.0600000000002,4,4,4,44,loyal_customers
611,296.0,1.0,1257.8700000000003,1,1,4,11,hibernating
612,6.0,1.0,486.22,5,1,3,51,new_customers
613,34.0,4.0,971.7600000000002,3,4,4,34,loyal_customers
614,50.0,4.0,1741.2199999999998,3,4,4,34,loyal_customers
615,95.0,4.0,1201.06,2,4,4,24,at_Risk
616,9.0,4.0,1429.3500000000001,5,4,4,54,champions
617,23.0,1.0,91.8,4,1,1,41,promising
618,314.0,1.0,112.75,1,1,1,11,hibernating
619,123.0,4.0,1688.2899999999997,2,4,4,24,at_Risk
620,47.0,2.0,1021.48,3,2,4,32,about_to_sleep
621,284.0,1.0,417.20000000000005,1,1,2,11,hibernating
622,19.0,4.0,791.3299999999999,4,4,3,44,loyal_customers
623,37.0,4.0,1299.5900000000001,3,4,4,34,loyal_customers
624,64.0,2.0,712.88,3,2,3,32,about_to_sleep
625,27.0,1.0,108.81,4,1,1,41,promising
626,22.0,3.0,468.40999999999997,4,3,2,43,potential_loyalists
627,5.0,2.0,353.65000000000003,5,2,2,52,potential_loyalists
628,17.0,3.0,2729.9300000000003,4,3,5,43,potential_loyalists
629,47.0,1.0,481.49000000000007,3,1,3,31,about_to_sleep
630,65.0,1.0,282.45,3,1,2,31,about_to_sleep
631,27.0,11.0,5725.469999999999,4,5,5,45,loyal_customers
632,46.0,1.0,121.18,3,1,1,31,about_to_sleep
633,8.0,9.0,3957.7800000000007,5,5,5,55,champions
634,15.0,10.0,1668.95,4,5,4,45,loyal_customers
635,268.0,1.0,71.4,1,1,1,11,hibernating
636,40.0,3.0,1575.89,3,3,4,33,need_attention
637,338.0,1.0,236.01999999999998,1,1,1,11,hibernating
638,12.0,1.0,114.60000000000001,5,1,1,51,new_customers
639,19.0,2.0,260.67999999999995,4,2,2,42,potential_loyalists
640,96.0,2.0,911.9400000000002,2,2,3,22,hibernating
641,62.0,1.0,112.08,3,1,1,31,about_to_sleep
642,136.0,1.0,60.7,2,1,1,21,hibernating
643,12.0,4.0,1794.89,5,4,4,54,champions
644,11.0,6.0,3395.46,5,5,5,55,champions
645,4.0,38.0,9694.0,5,5,5,55,champions
646,20.0,4.0,870.0900000000001,4,4,3,44,loyal_customers
647,10.0,4.0,866.57,5,4,3,54,champions
648,16.0,2.0,250.26000000000002,4,2,2,42,potential_loyalists
649,59.0,6.0,1217.6499999999999,3,5,4,35,loyal_customers
650,31.0,8.0,5891.61,4,5,5,45,loyal_customers
651,94.0,1.0,353.48,2,1,2,21,hibernating
652,11.0,3.0,1095.4199999999996,5,3,4,53,potential_loyalists
653,20.0,3.0,786.83,4,3,3,43,potential_loyalists
654,57.0,5.0,1520.58,3,4,4,34,loyal_customers
655,268.0,1.0,333.74,1,1,2,11,hibernating
656,123.0,3.0,533.98,2,3,3,23,at_Risk
657,128.0,1.0,62.64,2,1,1,21,hibernating
658,79.0,4.0,819.29,2,4,3,24,at_Risk
659,241.0,2.0,847.4100000000001,1,2,3,12,hibernating
660,201.0,2.0,163.20000000000002,1,2,1,12,hibernating
661,61.0,2.0,2155.9499999999994,3,2,5,32,about_to_sleep
662,4.0,7.0,6463.84,5,5,5,55,champions
663,274.0,1.0,108.21,1,1,1,11,hibernating
664,202.0,1.0,257.7,1,1,2,11,hibernating
665,82.0,1.0,358.0,2,1,2,21,hibernating
666,226.0,1.0,160.95,1,1,1,11,hibernating
667,5.0,14.0,2755.6299999999997,5,5,5,55,champions
668,13.0,7.0,1328.35,5,5,4,55,champions
669,75.0,2.0,605.1199999999999,2,2,3,22,hibernating
670,213.0,1.0,1031.0700000000002,1,1,4,11,hibernating
671,25.0,2.0,744.85,4,2,3,42,potential_loyalists
672,18.0,4.0,700.7299999999999,4,4,3,44,loyal_customers
673,262.0,1.0,329.56,1,1,2,11,hibernating
674,97.0,4.0,663.6500000000001,2,4,3,24,at_Risk
675,113.0,3.0,270.40000000000003,2,3,2,23,at_Risk
676,204.0,1.0,585.12,1,1,3,11,hibernating
677,93.0,1.0,121.74,2,1,1,21,hibernating
678,51.0,1.0,430.5,3,1,2,31,about_to_sleep
679,19.0,6.0,1961.52,4,5,4,45,loyal_customers
680,18.0,4.0,501.11999999999995,4,4,3,44,loyal_customers
681,125.0,2.0,465.67999999999995,2,2,2,22,hibernating
682,93.0,3.0,711.41,2,3,3,23,at_Risk
683,157.0,2.0,1030.3999999999999,2,2,4,22,hibernating
684,10.0,2.0,399.51,5,2,2,52,potential_loyalists
685,12.0,3.0,672.83,5,3,3,53,potential_loyalists
686,62.0,1.0,283.18,3,1,2,31,about_to_sleep
687,62.0,1.0,557.62,3,1,3,31,about_to_sleep
688,269.0,2.0,944.1,1,2,4,12,hibernating
689,264.0,1.0,200.29,1,1,1,11,hibernating
690,2.0,35.0,7436.93,5,5,5,55,champions
691,54.0,5.0,2092.6600000000003,3,4,5,34,loyal_customers
692,12.0,12.0,3828.4800000000005,5,5,5,55,champions
693,3.0,19.0,4521.49,5,5,5,55,champions
694,18.0,11.0,3171.8599999999997,4,5,5,45,loyal_customers
695,2.0,15.0,5343.280000000001,5,5,5,55,champions
696,367.0,1.0,590.0,1,1,3,11,hibernating
697,38.0,1.0,211.48999999999992,3,1,1,31,about_to_sleep
698,32.0,2.0,276.56000000000006,4,2,2,42,potential_loyalists
699,114.0,1.0,138.98,2,1,1,21,hibernating
700,64.0,2.0,590.93,3,2,3,32,about_to_sleep
701,16.0,4.0,258.4,4,4,2,44,loyal_customers
702,41.0,1.0,542.73,3,1,3,31,about_to_sleep
703,79.0,1.0,137.75,2,1,1,21,hibernating
704,123.0,3.0,798.46,2,3,3,23,at_Risk
705,19.0,3.0,1132.14,4,3,4,43,potential_loyalists
706,60.0,2.0,93.66,3,2,1,32,about_to_sleep
707,331.0,1.0,201.19,1,1,1,11,hibernating
708,24.0,4.0,2709.1200000000003,4,4,5,44,loyal_customers
709,156.0,1.0,361.11,2,1,2,21,hibernating
710,39.0,2.0,578.9399999999999,3,2,3,32,about_to_sleep
711,190.0,2.0,873.74,1,2,3,12,hibernating
712,360.0,1.0,201.2,1,1,1,11,hibernating
713,138.0,1.0,87.4,2,1,1,21,hibernating
714,8.0,4.0,2089.85,5,4,5,54,champions
715,2.0,1.0,360.0,5,1,2,51,new_customers
716,269.0,1.0,142.5,1,1,1,11,hibernating
717,170.0,1.0,371.89,2,1,2,21,hibernating
718,104.0,4.0,618.09,2,4,3,24,at_Risk
719,156.0,1.0,63.75,2,1,1,21,hibernating
720,352.0,1.0,300.41999999999996,1,1,2,11,hibernating
721,5.0,10.0,2000.8599999999997,5,5,4,55,champions
722,121.0,1.0,15.0,2,1,1,21,hibernating
723,23.0,3.0,1385.51,4,3,4,43,potential_loyalists
724,8.0,5.0,1456.79,5,4,4,54,champions
725,29.0,3.0,1132.0300000000002,4,3,4,43,potential_loyalists
726,5.0,2.0,598.57,5,2,3,52,potential_loyalists
727,23.0,5.0,1555.32,4,4,4,44,loyal_customers
728,2.0,3.0,775.94,5,3,3,53,potential_loyalists
729,38.0,4.0,5344.820000000001,3,4,5,34,loyal_customers
730,67.0,6.0,2273.6800000000003,3,5,5,35,loyal_customers
731,2.0,3.0,640.7600000000001,5,3,3,53,potential_loyalists
732,6.0,26.0,10845.55,5,5,5,55,champions
733,79.0,4.0,1532.1999999999998,2,4,4,24,at_Risk
734,73.0,2.0,567.36,2,2,3,22,hibernating
735,18.0,1.0,199.48,4,1,1,41,promising
736,4.0,5.0,787.8499999999999,5,4,3,54,champions
737,37.0,10.0,7121.95,3,5,5,35,loyal_customers
738,82.0,1.0,675.3,2,1,3,21,hibernating
739,39.0,8.0,3627.77,3,5,5,35,loyal_customers
740,317.0,1.0,1308.48,1,1,4,11,hibernating
741,32.0,2.0,789.0,4,2,3,42,potential_loyalists
742,93.0,3.0,1140.93,2,3,4,23,at_Risk
743,15.0,1.0,350.9,4,1,2,41,promising
744,83.0,3.0,3502.32,2,3,5,23,at_Risk
745,78.0,1.0,795.1200000000001,2,1,3,21,hibernating
746,158.0,1.0,474.08000000000004,2,1,2,21,hibernating
747,201.0,1.0,860.12,1,1,3,11,hibernating
748,46.0,7.0,10536.68,3,5,5,35,loyal_customers
749,261.0,1.0,775.8499999999999,1,1,3,11,hibernating
750,178.0,1.0,340.49,2,1,2,21,hibernating
751,68.0,3.0,2295.8100000000004,3,3,5,33,need_attention
752,288.0,1.0,376.56000000000006,1,1,2,11,hibernating
753,71.0,1.0,328.41999999999996,3,1,2,31,about_to_sleep
754,65.0,1.0,233.76,3,1,1,31,about_to_sleep
755,11.0,1.0,234.38,5,1,1,51,new_customers
756,17.0,2.0,940.3500000000001,4,2,4,42,potential_loyalists
757,67.0,1.0,361.0,3,1,2,31,about_to_sleep
758,61.0,1.0,385.03999999999996,3,1,2,31,about_to_sleep
759,72.0,1.0,743.5300000000001,3,1,3,31,about_to_sleep
760,123.0,1.0,674.7,2,1,3,21,hibernating
761,81.0,1.0,768.2400000000001,2,1,3,21,hibernating
762,258.0,1.0,609.4000000000001,1,1,3,11,hibernating
763,269.0,1.0,426.09000000000003,1,1,2,11,hibernating
764,64.0,1.0,426.61999999999995,3,1,2,31,about_to_sleep
765,10.0,4.0,3090.7400000000002,5,4,5,54,champions
766,18.0,2.0,966.6199999999999,4,2,4,42,potential_loyalists
767,72.0,1.0,134.96,3,1,1,31,about_to_sleep
768,34.0,2.0,2225.37,3,2,5,32,about_to_sleep
769,51.0,1.0,56.160000000000004,3,1,1,31,about_to_sleep
770,257.0,2.0,610.46,1,2,3,12,hibernating
771,366.0,1.0,295.34,1,1,2,11,hibernating
772,372.0,1.0,754.8700000000001,1,1,3,11,hibernating
773,90.0,1.0,365.69999999999993,2,1,2,21,hibernating
774,61.0,3.0,3312.2500000000005,3,3,5,33,need_attention
775,89.0,1.0,778.65,2,1,3,21,hibernating
776,100.0,3.0,980.94,2,3,4,23,at_Risk
777,27.0,3.0,572.56,4,3,3,43,potential_loyalists
778,32.0,6.0,3639.31,4,5,5,45,loyal_customers
779,281.0,1.0,222.99,1,1,1,11,hibernating
780,31.0,7.0,4151.93,4,5,5,45,loyal_customers
781,330.0,1.0,534.5699999999999,1,1,3,11,hibernating
782,132.0,2.0,664.21,2,2,3,22,hibernating
783,12.0,3.0,797.9599999999999,5,3,3,53,potential_loyalists
784,75.0,1.0,544.08,2,1,3,21,hibernating
785,204.0,1.0,59.8,1,1,1,11,hibernating
786,2.0,8.0,2520.0200000000004,5,5,5,55,champions
787,186.0,1.0,307.71999999999997,1,1,2,11,hibernating
788,30.0,2.0,1360.99,4,2,4,42,potential_loyalists
789,73.0,5.0,1544.1299999999999,2,4,4,24,at_Risk
790,193.0,1.0,457.34000000000003,1,1,2,11,hibernating
791,128.0,2.0,621.2300000000002,2,2,3,22,hibernating
792,18.0,1.0,75.0,4,1,1,41,promising
793,2.0,2.0,252.49,5,2,2,52,potential_loyalists
794,75.0,3.0,572.4509999999999,2,3,3,23,at_Risk
795,2.0,62.0,28117.04,5,5,5,55,champions
796,25.0,5.0,1003.0600000000002,4,4,4,44,loyal_customers
797,108.0,1.0,213.55,2,1,1,21,hibernating
798,134.0,3.0,977.445,2,3,4,23,at_Risk
799,44.0,2.0,712.5,3,2,3,32,about_to_sleep
800,5.0,2.0,640.83,5,2,3,52,potential_loyalists
801,12.0,18.0,5951.55,5,5,5,55,champions
802,64.0,1.0,221.06,3,1,1,31,about_to_sleep
803,150.0,2.0,159.85,2,2,1,22,hibernating
804,41.0,2.0,1833.7099999999998,3,2,4,32,about_to_sleep
805,65.0,1.0,2626.3,3,1,5,31,about_to_sleep
806,109.0,3.0,1624.2100000000003,2,3,4,23,at_Risk
807,1.0,10.0,3641.3199999999997,5,5,5,55,champions
808,20.0,3.0,582.6,4,3,3,43,potential_loyalists
809,11.0,1.0,201.78,5,1,1,51,new_customers
810,11.0,4.0,1006.7999999999998,5,4,4,54,champions
811,19.0,2.0,679.4499999999999,4,2,3,42,potential_loyalists
812,68.0,2.0,1269.1,3,2,4,32,about_to_sleep
813,75.0,2.0,534.24,2,2,3,22,hibernating
814,6.0,7.0,3809.89,5,5,5,55,champions
815,2.0,1.0,196.88999999999996,5,1,1,51,new_customers
816,15.0,7.0,3405.17,4,5,5,45,loyal_customers
817,256.0,1.0,283.71,1,1,2,11,hibernating
818,92.0,1.0,296.64000000000004,2,1,2,21,hibernating
819,24.0,3.0,1129.1400000000003,4,3,4,43,potential_loyalists
820,17.0,6.0,3534.6900000000005,4,5,5,45,loyal_customers
821,24.0,1.0,291.88000000000005,4,1,2,41,promising
822,27.0,6.0,2043.72,4,5,5,45,loyal_customers
823,27.0,5.0,2898.2599999999998,4,4,5,44,loyal_customers
824,260.0,2.0,74.12,1,2,1,12,hibernating
825,166.0,2.0,356.97999999999996,2,2,2,22,hibernating
826,25.0,2.0,1058.3400000000001,4,2,4,42,potential_loyalists
827,18.0,6.0,1766.72,4,5,4,45,loyal_customers
828,8.0,14.0,9646.57,5,5,5,55,champions
829,30.0,2.0,183.44,4,2,1,42,potential_loyalists
830,39.0,3.0,1445.0000000000002,3,3,4,33,need_attention
831,253.0,1.0,151.5,1,1,1,11,hibernating
832,59.0,1.0,674.6800000000001,3,1,3,31,about_to_sleep
833,185.0,1.0,307.90000000000003,1,1,2,11,hibernating
834,11.0,2.0,1071.91,5,2,4,52,potential_loyalists
835,2.0,37.0,5704.969999999999,5,5,5,55,champions
836,100.0,2.0,165.0,2,2,1,22,hibernating
837,2.0,4.0,2501.84,5,4,5,54,champions
838,61.0,2.0,422.64000000000004,3,2,2,32,about_to_sleep
839,237.0,1.0,226.83999999999995,1,1,1,11,hibernating
840,192.0,4.0,1431.7800000000002,1,4,4,14,at_Risk
841,179.0,2.0,1062.5900000000001,2,2,4,22,hibernating
842,38.0,6.0,1454.5800000000002,3,5,4,35,loyal_customers
843,201.0,2.0,300.95,1,2,2,12,hibernating
844,46.0,5.0,1804.5600000000002,3,4,4,34,loyal_customers
845,233.0,1.0,184.64,1,1,1,11,hibernating
846,66.0,1.0,140.34,3,1,1,31,about_to_sleep
847,242.0,1.0,313.8,1,1,2,11,hibernating
848,234.0,1.0,454.24,1,1,2,11,hibernating
849,79.0,3.0,1122.4099999999999,2,3,4,23,at_Risk
850,58.0,3.0,575.4000000000001,3,3,3,33,need_attention
851,18.0,13.0,8955.419999999998,4,5,5,45,loyal_customers
852,106.0,4.0,449.52,2,4,2,24,at_Risk
853,52.0,10.0,1215.8199999999997,3,5,4,35,loyal_customers
854,137.0,3.0,1269.84,2,3,4,23,at_Risk
855,276.0,2.0,609.81,1,2,3,12,hibernating
856,312.0,1.0,316.26000000000005,1,1,2,11,hibernating
857,8.0,5.0,2044.87,5,4,5,54,champions
858,11.0,2.0,653.3299999999999,5,2,3,52,potential_loyalists
859,283.0,2.0,348.04999999999995,1,2,2,12,hibernating
860,18.0,5.0,1159.11,4,4,4,44,loyal_customers
861,24.0,3.0,1166.77,4,3,4,43,potential_loyalists
862,289.0,1.0,1340.32,1,1,4,11,hibernating
863,17.0,3.0,291.99999999999994,4,3,2,43,potential_loyalists
864,72.0,1.0,216.85000000000002,3,1,1,31,about_to_sleep
865,65.0,1.0,295.93000000000006,3,1,2,31,about_to_sleep
866,73.0,4.0,4337.7699999999995,2,4,5,24,at_Risk
867,317.0,2.0,458.52,1,2,2,12,hibernating
868,4.0,4.0,2479.16,5,4,5,54,champions
869,244.0,1.0,110.97000000000003,1,1,1,11,hibernating
870,9.0,7.0,979.72,5,5,4,55,champions
871,2.0,4.0,1791.56,5,4,4,54,champions
872,261.0,1.0,251.20999999999998,1,1,2,11,hibernating
873,127.0,1.0,205.09999999999997,2,1,1,21,hibernating
874,74.0,1.0,152.20000000000002,2,1,1,21,hibernating
875,73.0,4.0,891.12,2,4,3,24,at_Risk
876,22.0,3.0,1389.4100000000003,4,3,4,43,potential_loyalists
877,60.0,3.0,2128.42,3,3,5,33,need_attention
878,86.0,1.0,627.1600000000001,2,1,3,21,hibernating
879,79.0,1.0,122.75,2,1,1,21,hibernating
880,59.0,6.0,3577.3099999999995,3,5,5,35,loyal_customers
881,2.0,3.0,1071.73,5,3,4,53,potential_loyalists
882,31.0,1.0,125.80000000000001,4,1,1,41,promising
883,34.0,5.0,3709.0,3,4,5,34,loyal_customers
884,41.0,5.0,680.1800000000001,3,4,3,34,loyal_customers
885,15.0,2.0,628.78,4,2,3,42,potential_loyalists
886,34.0,7.0,2242.36,3,5,5,35,loyal_customers
887,79.0,2.0,307.76,2,2,2,22,hibernating
888,206.0,2.0,483.80000000000007,1,2,3,12,hibernating
889,34.0,1.0,210.30999999999995,3,1,1,31,about_to_sleep
890,183.0,3.0,269.09000000000003,1,3,2,13,at_Risk
891,3.0,25.0,5870.08,5,5,5,55,champions
892,2.0,7.0,3444.39,5,5,5,55,champions
893,44.0,7.0,1280.8500000000001,3,5,4,35,loyal_customers
894,86.0,3.0,631.34,2,3,3,23,at_Risk
895,40.0,2.0,276.06,3,2,2,32,about_to_sleep
896,13.0,3.0,621.09,5,3,3,53,potential_loyalists
897,97.0,2.0,678.16,2,2,3,22,hibernating
898,26.0,7.0,918.1999999999999,4,5,3,45,loyal_customers
899,320.0,1.0,91.80000000000001,1,1,1,11,hibernating
900,67.0,12.0,3740.0699999999997,3,5,5,35,loyal_customers
901,74.0,4.0,4098.88,2,4,5,24,at_Risk
902,29.0,2.0,584.06,4,2,3,42,potential_loyalists
903,6.0,4.0,594.52,5,4,3,54,champions
904,8.0,1.0,171.42,5,1,1,51,new_customers
905,216.0,1.0,141.86,1,1,1,11,hibernating
906,82.0,3.0,1799.33,2,3,4,23,at_Risk
907,85.0,2.0,601.6500000000001,2,2,3,22,hibernating
908,145.0,3.0,1211.0900000000001,2,3,4,23,at_Risk
909,20.0,2.0,240.22,4,2,1,42,potential_loyalists
910,41.0,2.0,856.8400000000001,3,2,3,32,about_to_sleep
911,174.0,1.0,187.04999999999998,2,1,1,21,hibernating
912,18.0,2.0,338.61999999999995,4,2,2,42,potential_loyalists
913,244.0,1.0,239.49000000000004,1,1,1,11,hibernating
914,13.0,12.0,2088.94,5,5,5,55,champions
915,206.0,1.0,1384.2499999999998,1,1,4,11,hibernating
916,51.0,2.0,290.25,3,2,2,32,about_to_sleep
917,24.0,5.0,732.07,4,4,3,44,loyal_customers
918,11.0,18.0,6717.34,5,5,5,55,champions
919,26.0,4.0,1687.6000000000001,4,4,4,44,loyal_customers
920,15.0,2.0,467.0400000000001,4,2,2,42,potential_loyalists
921,310.0,1.0,118.0,1,1,1,11,hibernating
922,156.0,1.0,781.03,2,1,3,21,hibernating
923,307.0,1.0,142.4,1,1,1,11,hibernating
924,64.0,1.0,712.4,3,1,3,31,about_to_sleep
925,16.0,9.0,2478.95,4,5,5,45,loyal_customers
926,15.0,2.0,379.65000000000003,4,2,2,42,potential_loyalists
927,12.0,6.0,1981.9199999999994,5,5,4,55,champions
928,65.0,3.0,1117.1299999999997,3,3,4,33,need_attention
929,36.0,4.0,247.95999999999998,3,4,2,34,loyal_customers
930,109.0,5.0,2011.8800000000006,2,4,5,24,at_Risk
931,53.0,1.0,396.97,3,1,2,31,about_to_sleep
